annee;diplome;situation;genre;disciplines;code_du_domaine;domaine;code_de_la_discipline;discipline;code_du_secteur_disciplinaire;secteur_disciplinaire;nombre_de_reponses;taux_d_insertion;taux_d_emploi;taux_d_emploi_salarie_en_france;emplois_cadre_ou_professions_intermediaires;emplois_cadre;emplois_exterieurs_a_la_region_de_l_universite;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;salaire_net_des_emplois_a_temps_plein_1_er_quartile;salaire_net_des_emplois_a_temps_plein_3eme_quartile;diplomes_boursiers;femmes;taux_de_chomage_national;salaire_net_mensuel_median_national;code_du_secteur_disciplinaire_sise;salaire_net_mensuel_national_1er_quartile;salaire_net_mensuel_national_3eme_quartile;cle_disc;statut_liberal;statut_fonct;statut_cdi;statut_cdimiss;statut_conspe;statut_cdd;statut_vac;statut_interim;statut_intermit;statut_contrpro;statut_aide;statut_volont;employ_meme;employ_fp;employ_entrpriv;employ_entrpub;employ_asso;employ_libe;employ_orga;employ_sem;employ_parti;secteur_agri;secteur_indus;secteur_constr;secteur_immo;secteur_comm;secteur_info;secteur_fin;secteur_spe;secteur_serv;secteur_ens;secteur_admin;secteur_sante;secteur_arts;secteur_autres;niveau_agri;niveau_articomm;niveau_lib;niveau_cata;niveau_inge;niveau_catb;niveau_tech;niveau_catc;niveau_ouvr;niveau_empl
2019;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;303;89;;;81;59;42;66;92;1780;27800;1500;2200;49;;7.2;1980;SD23;1480;2480;disc06_05_30;11;6;49;0;;29;2;2;0;0;0;1;11;29;46;3;9;1;1;0;0;1;6;2;2;12;10;6;9;4;17;12;3;8;6;0;4;8;21;29;4;18;3;0;13
2018;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;102;84;;;83;63;46;59;85;1860;29100;ns;ns;39;;7.8;1930;SD23;1490;2380;disc06_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;50;81;;;74;51;35;70;78;ns;ns;ns;ns;42;;8.6;1865;SD23;1475;2280;disc06_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;187;89;;;75;57;35;76;84;1700;26500;1360;1850;41;;9.9;1870;SD19;1490;2280;disc06_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;125;82;;;63;28;43;45;82;1350;21100;1200;1700;44;;7.8;1900;SD19;1470;2330;disc06_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;99;85;;;54;23;40;51;77;1500;23400;ns;ns;42;;7.8;1930;SD19;1490;2380;disc06_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;198;81;;;69;53;38;55;79;1500;23400;1250;1790;32;89;9.3;1870;SD19;1480;2280;disc06_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;127;85;80;70;69;48;25;76;91;1740;27100;1500;1950;40;88;6.9;2020;SD19;1530;2510;disc06_06_30;11;7;59;0;;18;2;1;2;0;1;1;69;20;52;4;10;0;0;0;0;2;0;2;2;12;22;0;8;6;17;5;5;14;4;2;3;10;9;29;8;13;3;1;22
2015;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;180;83;;;71;43;40;52;83;1540;23900;1300;1900;39;;8.6;1865;SD19;1475;2280;disc06_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;180;78;;;66;36;40;44;79;1400;21800;1200;1630;39;;8.6;1865;SD19;1475;2280;disc06_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_07;Langues étrangères appliquées;196;84;;;74;40;56;71;95;1800;28100;1560;2100;36;;7.8;1930;SD24;1490;2380;disc06_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_07;Langues étrangères appliquées;187;90;86;55;90;61;48;87;98;2000;31200;1680;2420;50;;6.9;2020;SD24;1530;2510;disc06_07_30;19;1;67;0;;10;1;1;0;0;0;1;92;6;74;0;1;0;1;1;0;1;9;1;1;26;19;8;16;1;6;3;1;4;4;0;3;14;5;42;0;28;1;1;6
2012;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_07;Langues étrangères appliquées;;88;;;79;49;52;78;93;1840;28700;1510;2400;;;10.1;1830;SD24;1460;2230;disc06_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;68;92;;;81;65;32;66;82;1750;27300;ns;ns;29;90;9.7;1800;SD20;;;disc06_08_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_09;Sciences du langage, linguistique;163;92;;;83;62;59;46;78;1500;23400;1270;1800;40;;7.8;1900;SD17;1470;2330;disc06_09_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_09;Sciences du langage, linguistique;273;83;;;85;55;60;45;77;1470;24900;1290;1850;43;89;7.2;1980;SD17;1480;2480;disc06_09_18;9;2;33;1;;47;5;1;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;0;1;7;15;33;8;22;3;1;10
2020;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_09;Sciences du langage, linguistique;219;90;81;48;89;68;61;62;84;1720;26800;1500;2200;47;;6.9;2020;SD17;1530;2510;disc06_09_30;20;4;38;0;;34;0;1;0;0;0;3;51;25;29;2;24;1;0;0;0;1;0;0;0;2;6;1;3;5;61;6;8;3;4;0;3;16;17;34;7;14;1;1;5
2020;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_09;Sciences du langage, linguistique;219;92;87;55;82;56;61;49;78;1600;26800;1320;1920;47;;6.9;2020;SD17;1530;2510;disc06_09_18;17;3;28;1;;47;1;1;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;0;4;12;16;28;8;18;3;3;7
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_09;Sciences du langage, linguistique;202;90;;;76;50;52;59;74;1650;25700;1360;2080;39;84;8.6;1865;SD17;1475;2280;disc06_09_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_09;Sciences du langage, linguistique;31;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;22;;8.6;1865;SD17;1475;2280;disc06_09_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_10;Pluridisciplinaire langues;103;95;;;80;45;49;70;88;1830;28500;1510;2270;36;;8.5;1830;SD65;1450;2180;disc06_10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_10;Pluridisciplinaire langues;128;92;;;72;46;53;72;93;1900;29600;1500;2290;30;79;7.8;1900;SD65;1470;2330;disc06_10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_10;Pluridisciplinaire langues;;87;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;;;10.1;1830;SD65;1460;2230;disc06_10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;97;82;;;72;45;39;52;80;1620;25300;ns;ns;39;;9.9;1870;SD67;1490;2280;disc06_11_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;100;92;;;86;50;38;53;88;1730;27000;1450;1920;39;;7.8;1900;SD67;1470;2330;disc06_11_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;45;88;;;63;42;35;58;84;1620;25200;ns;ns;48;;7.2;1980;SD67;1480;2480;disc06_11_30;2;8;49;0;;33;0;3;4;0;2;0;2;33;51;2;12;0;0;0;0;0;2;0;0;11;15;3;0;13;21;12;5;18;0;0;0;2;13;27;3;18;16;0;20
2019;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;151;86;;;59;34;30;62;84;1590;24800;1380;1990;43;;7.2;1980;SD67;1480;2480;disc06_11_30;9;5;48;0;;33;0;1;2;1;1;0;8;29;52;2;8;0;0;0;1;1;7;1;1;16;12;1;4;3;21;10;6;12;6;0;2;7;7;21;7;17;16;2;22
2019;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;151;76;;;58;32;30;51;78;1410;24800;1260;1900;43;;7.2;1980;SD67;1480;2480;disc06_11_18;5;4;40;2;;43;1;2;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;0;4;4;5;22;11;15;15;1;22
2017;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;100;90;;;83;48;38;66;95;1800;28100;1320;2300;39;;7.8;1900;SD67;1470;2330;disc06_11_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;105;88;;;58;37;41;56;90;1500;23400;1330;1930;40;;8.6;1865;SD67;1475;2280;disc06_11_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;22;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD67;1475;2280;disc06_11_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_12;Pluridisciplinaire lettres, sciences du langage, arts;19;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;6.9;2020;SD64;1530;2510;disc06_12_30;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_12;Pluridisciplinaire lettres, sciences du langage, arts;156;83;;;61;37;46;48;82;1500;23400;1350;1730;41;73;8.6;1865;SD64;1475;2280;disc06_12_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_12;Pluridisciplinaire lettres, sciences du langage, arts;136;85;;;72;55;43;56;81;1700;26500;1290;1900;22;82;10.1;1830;SD64;1460;2230;disc06_12_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_12;Pluridisciplinaire lettres, sciences du langage, arts;109;87;;;74;35;35;54;83;1610;25100;1400;1850;46;85;7.8;1900;SD64;1470;2330;disc06_12_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;4209;81;;;75;51;38;43;75;1550;24200;1350;1840;32;;9.9;1870;;1490;2280;disc07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;5869;80;;;76;51;39;45;78;1590;24800;1380;1880;31;72;9.9;1870;;1490;2280;disc07_18;5;6;37;;0;42;3;2;2;0;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;15;38;6;19;4;1;16
2014;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;1641;86;;;84;59;42;60;89;1790;27900;1480;2130;30;;9.3;1870;;1480;2280;disc07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;1868;89;;;89;65;42;61;91;1900;29600;1620;2280;34;;7.2;1980;;1480;2480;disc07_30;6;6;48;1;;36;1;1;1;0;0;1;6;33;43;4;12;0;0;1;0;2;6;4;1;8;12;2;12;3;8;19;12;5;5;0;2;4;19;42;8;16;4;1;5
2017;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;4526;90;;;88;63;38;63;86;1750;27300;1500;2100;37;;7.8;1900;;1470;2330;disc07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Histoire-géographie>Histoire-géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08;Histoire-géographie;;83;;;74;44;40;53;88;1700;26500;1440;2030;42;;7.8;1930;;1490;2380;disc08_30;4;8;41;0;;41;2;2;1;0;1;0;4;39;38;3;14;1;0;1;0;1;2;4;3;10;6;2;10;3;10;25;4;14;5;0;3;3;15;26;13;17;9;1;13
2018;MASTER LMD;18 mois après le diplôme;hommes;Sciences humaines et sociales>Histoire-géographie>Histoire-géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08;Histoire-géographie;;81;;;78;52;39;44;91;1750;27300;1460;2050;35;;7.8;1930;;1490;2380;disc08_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Histoire-géographie>Histoire;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_01;Histoire;331;80;;;65;33;43;39;75;1490;23200;1300;1700;40;;9.9;1870;SD27;1490;2280;disc08_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Histoire-géographie>Histoire;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_01;Histoire;637;80;;;67;39;40;50;83;1600;25000;1350;1920;42;67;7.8;1930;SD27;1490;2380;disc08_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;hommes;Sciences humaines et sociales>Histoire-géographie>Histoire;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_01;Histoire;166;68;;;60;37;34;37;76;1500;23400;1250;1770;36;;8.6;1865;SD27;1475;2280;disc08_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Histoire-géographie>Géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_02;Géographie;456;86;;;89;61;42;55;93;1800;28100;1520;2150;33;48;7.8;1900;SD28;1470;2330;disc08_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Histoire-géographie>Géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_02;Géographie;220;89;85;82;95;69;47;62;98;2060;32200;1800;2490;31;;6.9;2020;SD28;1530;2510;disc08_02_30;1;4;55;1;;35;1;1;1;0;0;0;53;37;46;5;10;0;0;0;0;1;4;6;1;10;8;2;27;1;3;27;2;3;5;0;0;2;19;49;14;12;0;0;5
2015;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Histoire-géographie>Géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_02;Géographie;278;88;;;78;45;33;55;92;1690;26300;1430;2000;32;;8.6;1865;SD28;1475;2280;disc08_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Histoire-géographie>Géographie;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;disc08_02;Géographie;;84;;;80;55;50;52;94;1820;28400;1500;2100;;;10.1;1830;SD28;1460;2230;disc08_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes;Sciences humaines et sociales>Psychologie>Psychologie;SHS;Sciences humaines et sociales;disc09;Psychologie;disc09;Psychologie;1314;90;;;95;89;34;52;64;1670;26100;1500;1900;38;;7.8;1900;SD32;1470;2330;disc09_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Psychologie>Psychologie;SHS;Sciences humaines et sociales;disc09;Psychologie;disc09;Psychologie;1220;89;;;93;83;36;60;64;1650;25700;1450;1890;31;;9.9;1870;SD32;1490;2280;disc09_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;18 mois après le diplôme;femmes;Sciences humaines et sociales>Psychologie>Psychologie;SHS;Sciences humaines et sociales;disc09;Psychologie;disc09;Psychologie;;92;;;94;86;37;50;68;1700;26500;1500;1920;43;;7.8;1930;SD32;1490;2380;disc09_18;5;2;48;0;;38;0;2;3;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;0;2;5;5;37;6;28;3;1;13
2014;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Psychologie>Psychologie;SHS;Sciences humaines et sociales;disc09;Psychologie;disc09;Psychologie;1180;93;;;94;84;37;61;66;1610;25100;1450;1880;34;;9.3;1870;SD32;1480;2280;disc09_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Psychologie>Psychologie;SHS;Sciences humaines et sociales;disc09;Psychologie;disc09;Psychologie;258;91;;;97;89;37;66;76;1930;30100;1750;2230;40;;7.2;1980;SD32;1480;2480;disc09_30;10;3;53;0;;33;0;1;0;0;0;0;10;34;29;3;24;0;0;0;0;0;2;2;0;6;6;3;4;2;8;4;58;0;4;0;0;9;30;50;1;6;0;0;3
2020;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Psychologie>Psychologie;SHS;Sciences humaines et sociales;disc09;Psychologie;disc09;Psychologie;1657;94;91;79;95;87;35;53;72;1820;30900;1650;2100;42;87;6.9;2020;SD32;1530;2510;disc09_18;9;2;42;0;;45;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;9;35;44;2;6;1;0;3
2020;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Psychologie>Psychologie;SHS;Sciences humaines et sociales;disc09;Psychologie;disc09;Psychologie;1450;96;92;81;98;93;35;67;75;1960;30600;1800;2260;44;;6.9;2020;SD32;1530;2510;disc09_30;12;3;53;0;;32;0;0;0;0;0;0;34;38;21;1;27;0;0;0;0;0;1;0;0;1;2;0;2;2;5;6;76;1;3;0;0;11;33;49;1;3;0;0;2
