session;type_du_diplome;filiere;diplome;intitule_du_diplome;code_du_diplome;scolaires_presents;scolaires_admis;taux_de_reussite_scolaire;apprentis_presents;apprentis_admis;taux_de_reussite_en_apprentissage;formation_continue_presents;formation_continue_admis;taux_de_reussite_en_formation_continue;individuels_presents;individuels_admis;taux_de_reussite_individuel;enseignement_a_distance_presents;enseignement_a_distance_admis;taux_de_reussite_enseignement_a_distance;total_presents;total_admis;taux_de_reussite_total;diplome_court
2020;CAP;Textile, habillement, cuir;CAP 24241 METIERS DE LA MODE- VÊT. TAILLEUR;METIERS DE LA MODE- VÊT. TAILLEUR;24241;91;82;0.901098901098901;;;;;;;11;11;1.0;;;;102;93;0.9117647058823529;CAP METIERS DE LA MODE- VÊT. TAILLEUR
2020;MC4;Aéronautique;MC4 25309 AERON.OPT.AVION.MOT.PIST. (MC4);AERON.OPT.AVION.MOT.PIST. (MC4);25309;;;;1;1;1.0;;;;;;;;;;1;1;1.0;MC4 AERON.OPT.AVION.MOT.PIST. (MC4)
2020;MC4;Aéronautique;MC4 25310 AERON.OPT.HELIC.MOT.TURB. (MC4);AERON.OPT.HELIC.MOT.TURB. (MC4);25310;;;;6;4;0.666666666666667;;;;;;;;;;6;4;0.6666666666666666;MC4 AERON.OPT.HELIC.MOT.TURB. (MC4)
2020;MC4;Aéronautique;MC4 25312 AERON.OPT.AVIONIQUE (MC4);AERON.OPT.AVIONIQUE (MC4);25312;;;;7;7;1.0;;;;1;1;1.0;;;;8;8;1.0;MC4 AERON.OPT.AVIONIQUE (MC4)
2020;MC4;Gestion-administration, transport, logistique, sécurité;MC4 31101 ACCUEIL DANS TRANSPORTS;ACCUEIL DANS TRANSPORTS;31101;21;20;0.952380952380952;25;25;1.0;;;;;;;;;;46;45;0.9782608695652174;MC4 ACCUEIL DANS TRANSPORTS
2020;MC5;Alimentation, hôtellerie, restauration, tourisme;MC5 33410 SOMMELLERIE;SOMMELLERIE;33410;34;34;1.0;84;83;0.988095238095238;8;8;1.0;;;;;;;126;125;0.9920634920634921;MC5 SOMMELLERIE
2020;MC5;Electricité, électronique/numérique, environnement;MC5 22701 MAINTENAN.EQUIPEMT THERMIQ.INDIV.;MAINTENAN.EQUIPEMT THERMIQ.INDIV.;22701;17;14;0.823529411764706;78;76;0.974358974358974;;;;;;;;;;95;90;0.9473684210526315;MC5 MAINTENAN.EQUIPEMT THERMIQ.INDIV.
2020;MC5;Métiers d'art;MC5 22304 JOAILLERIE;JOAILLERIE;22304;;;;32;28;0.875;12;11;0.916666666666667;;;;;;;44;39;0.8863636363636364;MC5 JOAILLERIE
2021;BAC PRO;Automobile, engins;BAC PRO 25221 MAINT.MATERIELS OPT.C ESP. VERTS;MAINT.MATERIELS OPT.C ESP. VERTS;25221;162;130;0.802469135802469;41;33;0.804878048780488;;;;;;;;;;203;163;0.8029556650246306;BAC PRO MAINT.MATERIELS OPT.C ESP. VERTS
2021;BAC PRO;Biochimie industrielle;BAC PRO 22503 PLASTIQUES ET COMPOSITES;PLASTIQUES ET COMPOSITES;22503;364;301;0.826923076923077;29;27;0.931034482758621;;;;;;;;;;393;328;0.8346055979643766;BAC PRO PLASTIQUES ET COMPOSITES
2021;BAC PRO;Construction, bâtiment, travaux publics;BAC PRO 23207 INTERV. SUR PATRIMOINE BATI OPT.C;INTERV. SUR PATRIMOINE BATI OPT.C;23207;11;9;0.818181818181818;11;11;1.0;;;;;;;;;;22;20;0.9090909090909091;BAC PRO INTERV. SUR PATRIMOINE BATI OPT.C
2021;BAC PRO;Construction, bâtiment, travaux publics;BAC PRO 23404 TECHNICIEN CONSTRUCTEUR BOIS;TECHNICIEN CONSTRUCTEUR BOIS;23404;682;564;0.826979472140763;71;67;0.943661971830986;7;7;1.0;;;;;;;760;638;0.8394736842105263;BAC PRO TECHNICIEN CONSTRUCTEUR BOIS
2021;BAC PRO;Electricité, électronique/numérique, environnement;BAC PRO 25515 SYST.NUM.OPT.C RES.INF.SYST.COMM.;SYST.NUM.OPT.C RES.INF.SYST.COMM.;25515;4562;4092;0.896975010960105;59;52;0.88135593220339;32;25;0.78125;;;;;;;4653;4169;0.8959810874704491;BAC PRO SYST.NUM.OPT.C RES.INF.SYST.COMM.
2021;BAC PRO;Industries graphiques, communication, audiovisuel, spectacle;BAC PRO 32208 REAL.PR.IMPR.PLURI.OPTB.PR.IMPR.;REAL.PR.IMPR.PLURI.OPTB.PR.IMPR.;32208;330;283;0.857575757575758;20;17;0.85;;;;;;;;;;350;300;0.8571428571428571;BAC PRO REAL.PR.IMPR.PLURI.OPTB.PR.IMPR.
2021;BAC PRO;Industries graphiques, communication, audiovisuel, spectacle;BAC PRO 32303 ART.& MET.ART:COM.VIS.VIS.PLURI-M;ART.& MET.ART:COM.VIS.VIS.PLURI-M;32303;1556;1426;0.916452442159383;9;6;0.666666666666667;;;;;;;;;;1565;1432;0.9150159744408946;BAC PRO ART.& MET.ART:COM.VIS.VIS.PLURI-M
2021;BAC PRO;Productique, mécanique, automatisation;BAC PRO 23406 TECHNICIEN DE SCIERIE;TECHNICIEN DE SCIERIE;23406;13;9;0.692307692307692;2;1;0.5;4;4;1.0;;;;;;;19;14;0.7368421052631579;BAC PRO TECHNICIEN DE SCIERIE
2021;BAC PRO;Productique, mécanique, automatisation;BAC PRO 25005 PRODUCTIQ.MECA. OPT.DECOLLETAGE;PRODUCTIQ.MECA. OPT.DECOLLETAGE;25005;33;23;0.696969696969697;1;1;1.0;;;;;;;;;;34;24;0.7058823529411765;BAC PRO PRODUCTIQ.MECA. OPT.DECOLLETAGE
2021;BAC PRO;Relation client, commerce, vente;BAC PRO 31202 COMMERCE;COMMERCE;31202;21657;19101;0.881978113312093;758;658;0.868073878627968;97;84;0.865979381443299;;;;66;36;0.545454545454545;22578;19879;0.8804588537514395;BAC PRO COMMERCE
2021;BAC PRO;Santé, social, services à la personne et à la collectivité;BAC PRO 33002 SERVICES DE PROXIMITE  VIE LOCAL;SERVICES DE PROXIMITE  VIE LOCAL;33002;2663;2321;0.871573413443485;2;2;1.0;;;;;;;;;;2665;2323;0.8716697936210132;BAC PRO SERVICES DE PROXIMITE  VIE LOCAL
2021;BAC PRO;Santé, social, services à la personne et à la collectivité;BAC PRO 33004 ACC.SOINS-S.PERS. OPT.EN STRUCTUR;ACC.SOINS-S.PERS. OPT.EN STRUCTUR;33004;14863;13923;0.936755702078988;15;13;0.866666666666667;;;;;;;46;24;0.521739130434783;14924;13960;0.9354060573572769;BAC PRO ACC.SOINS-S.PERS. OPT.EN STRUCTUR
2021;BAC PRO;Santé, social, services à la personne et à la collectivité;BAC PRO 33103 TECHNICIEN APPAREIL. ORTHOPEDIQUE;TECHNICIEN APPAREIL. ORTHOPEDIQUE;33103;82;76;0.926829268292683;;;;;;;;;;;;;82;76;0.926829268292683;BAC PRO TECHNICIEN APPAREIL. ORTHOPEDIQUE
2021;BAC PRO;Textile, habillement, cuir;BAC PRO 24202 ARTIS.& MET.ART : TAPIS.D'AMEUBL;ARTIS.& MET.ART : TAPIS.D'AMEUBL;24202;222;205;0.923423423423423;;;;;;;;;;;;;222;205;0.9234234234234234;BAC PRO ARTIS.& MET.ART : TAPIS.D'AMEUBL
2021;BMA;Industries graphiques, communication, audiovisuel, spectacle;BMA 23305 ARTS GRAPHIQUES OP.B DECOR PEINT;ARTS GRAPHIQUES OP.B DECOR PEINT;23305;16;16;1.0;;;;;;;;;;;;;16;16;1.0;BMA ARTS GRAPHIQUES OP.B DECOR PEINT
2021;BMA;Métiers d'art;BMA 23412 EBENISTE;EBENISTE;23412;35;34;0.971428571428571;18;18;1.0;;;;;;;;;;53;52;0.9811320754716981;BMA EBENISTE
2021;BP;Alimentation, hôtellerie, restauration, tourisme;BP 33405   SOMMELIER;SOMMELIER;33405;;;;11;7;0.636363636363636;4;3;0.75;;;;;;;15;10;0.6666666666666666;BP SOMMELIER
2021;BP;Biochimie industrielle;BP 22502   PLASTIQUES ET COMPOSITES;PLASTIQUES ET COMPOSITES;22502;;;;5;4;0.8;;;;;;;;;;5;4;0.8;BP PLASTIQUES ET COMPOSITES
2021;BP;Construction, bâtiment, travaux publics;BP 23316 CARRELEUR MOSAISTE;CARRELEUR MOSAISTE;23316;;;;124;92;0.741935483870968;1;0;0.0;;;;;;;125;92;0.736;BP CARRELEUR MOSAISTE
2021;BP;Construction, bâtiment, travaux publics;BP 23317 ETANCHEITE BATIMENT & TRAVX PUB.;ETANCHEITE BATIMENT & TRAVX PUB.;23317;;;;3;3;1.0;;;;;;;;;;3;3;1.0;BP ETANCHEITE BATIMENT & TRAVX PUB.
2021;BP;Construction, bâtiment, travaux publics;BP 23409 CHARPENTIER BOIS;CHARPENTIER BOIS;23409;;;;240;197;0.820833333333333;94;85;0.904255319148936;;;;;;;334;282;0.844311377245509;BP CHARPENTIER BOIS
2021;BP;Gestion-administration, transport, logistique, sécurité;BP 34401   AGENT TECHNIQ PREVENTION SECURITE;AGENT TECHNIQ PREVENTION SECURITE;34401;;;;93;80;0.860215053763441;4;4;1.0;;;;;;;97;84;0.865979381443299;BP AGENT TECHNIQ PREVENTION SECURITE
2021;BP;Métiers d'art;BP 22306   GEMMOLOGUE;GEMMOLOGUE;22306;;;;1;1;1.0;;;;;;;;;;1;1;1.0;BP GEMMOLOGUE
2021;BP;Métiers d'art;BP 23214 METIERS DE LA PIERRE;METIERS DE LA PIERRE;23214;;;;28;23;0.821428571428571;5;4;0.8;;;;;;;33;27;0.8181818181818182;BP METIERS DE LA PIERRE
2021;BTS;Aéronautique;BTS 25302 AERONAUTIQUE;AERONAUTIQUE;25302;209;206;0.985645933014354;30;24;0.8;64;54;0.84375;;;;;;;303;284;0.9372937293729373;BTS AERONAUTIQUE
2021;BTS;Alimentation, hôtellerie, restauration, tourisme;BTS 33423 MANAG. HOTEL.REST. OPT.A RESTAUR.;MANAG. HOTEL.REST. OPT.A RESTAUR.;33423;834;804;0.964028776978417;213;195;0.915492957746479;27;26;0.962962962962963;;;;13;6;0.461538461538462;1087;1031;0.9484820607175714;BTS MANAG. HOTEL.REST. OPT.A RESTAUR.
2021;BTS;Alimentation, hôtellerie, restauration, tourisme;BTS 33424 MANAG. HOTEL.REST. OPT.B PR.CULIN;MANAG. HOTEL.REST. OPT.B PR.CULIN;33424;970;915;0.943298969072165;262;240;0.916030534351145;23;21;0.91304347826087;;;;4;2;0.5;1259;1178;0.9356632247815727;BTS MANAG. HOTEL.REST. OPT.B PR.CULIN
2021;BTS;Automobile, engins;BTS 25411 CONCEPT.& REALISAT.DE CARROSSERIE;CONCEPT.& REALISAT.DE CARROSSERIE;25411;81;72;0.888888888888889;2;2;1.0;;;;;;;;;;83;74;0.891566265060241;BTS CONCEPT.& REALISAT.DE CARROSSERIE
2021;BTS;Biochimie industrielle;BTS 22103 QUALIT.DS INDUS.ALIM.& BIO-INDUS;QUALIT.DS INDUS.ALIM.& BIO-INDUS;22103;206;183;0.888349514563107;20;18;0.9;1;1;1.0;;;;;;;227;202;0.8898678414096917;BTS QUALIT.DS INDUS.ALIM.& BIO-INDUS
2021;BTS;Construction, bâtiment, travaux publics;BTS 23012 BATIMENT;BATIMENT;23012;890;778;0.874157303370787;312;288;0.923076923076923;47;41;0.872340425531915;;;;9;3;0.333333333333333;1258;1110;0.8823529411764706;BTS BATIMENT
2021;BTS;Construction, bâtiment, travaux publics;BTS 23205 ENVELOPPE BATIM. : CONCEPT. REAL.;ENVELOPPE BATIM. : CONCEPT. REAL.;23205;161;143;0.888198757763975;64;62;0.96875;10;9;0.9;;;;2;0;0.0;237;214;0.9029535864978903;BTS ENVELOPPE BATIM. : CONCEPT. REAL.
2021;BTS;Construction, bâtiment, travaux publics;BTS 23412 SYST. CONSTRUCTIFS BOIS & HABITAT;SYST. CONSTRUCTIFS BOIS & HABITAT;23412;283;259;0.915194346289753;157;146;0.929936305732484;7;7;1.0;;;;;;;447;412;0.9217002237136466;BTS SYST. CONSTRUCTIFS BOIS & HABITAT
2021;BTS;Electricité, électronique/numérique, environnement;BTS 34303 ENVIRONNEMENT NUCLEAIRE;ENVIRONNEMENT NUCLEAIRE;34303;52;51;0.980769230769231;34;34;1.0;;;;;;;;;;86;85;0.9883720930232558;BTS ENVIRONNEMENT NUCLEAIRE
2021;BTS;Gestion-administration, transport, logistique, sécurité;BTS 31409 GESTION DE LA PME;GESTION DE LA PME;31409;5805;5120;0.881998277347115;571;497;0.870402802101576;434;411;0.947004608294931;;;;119;47;0.394957983193277;6929;6075;0.8767498917592726;BTS GESTION DE LA PME
2021;BTS;Industries graphiques, communication, audiovisuel, spectacle;BTS 32211 ET.REAL.PR.COM. OPT.B PR.IMPRIMES;ET.REAL.PR.COM. OPT.B PR.IMPRIMES;32211;124;107;0.862903225806452;47;34;0.723404255319149;;;;;;;;;;171;141;0.8245614035087719;BTS ET.REAL.PR.COM. OPT.B PR.IMPRIMES
2021;BTS;Métiers d'art;BTS 20007 DESIGN DE PRODUITS;DESIGN DE PRODUITS;20007;67;59;0.880597014925373;;;;1;1;1.0;;;;;;;68;60;0.8823529411764706;BTS DESIGN DE PRODUITS
2021;BTS;Métiers d'art;BTS 23011 DESIGN D'ESPACE;DESIGN D'ESPACE;23011;90;85;0.944444444444444;;;;;;;;;;13;6;0.461538461538462;103;91;0.883495145631068;BTS DESIGN D'ESPACE
2021;BTS;Productique, mécanique, automatisation;BTS 25005 CONCEPT. INDUST. MICROTECHNIQUES;CONCEPT. INDUST. MICROTECHNIQUES;25005;445;403;0.90561797752809;23;18;0.782608695652174;1;0;0.0;;;;;;;469;421;0.8976545842217484;BTS CONCEPT. INDUST. MICROTECHNIQUES
2021;BTS;Relation client, commerce, vente;BTS 20008 TECHNICO-COMMERCIAL;TECHNICO-COMMERCIAL;20008;1901;1748;0.91951604418727;240;226;0.941666666666667;14;14;1.0;;;;;;;2155;1988;0.9225058004640371;BTS TECHNICO-COMMERCIAL
2021;BTS;Relation client, commerce, vente;BTS 31211 COMMERCE INTERNATIO. REF.EUROPEEN;COMMERCE INTERNATIO. REF.EUROPEEN;31211;4131;3994;0.966836117162915;65;62;0.953846153846154;11;10;0.909090909090909;;;;144;68;0.472222222222222;4351;4134;0.9501264077223627;BTS COMMERCE INTERNATIO. REF.EUROPEEN
2021;BTS;Relation client, commerce, vente;BTS 31213 MANAGEMENT COMMERC. OPERATIONNEL;MANAGEMENT COMMERC. OPERATIONNEL;31213;8744;8061;0.921889295516926;875;774;0.884571428571429;588;500;0.850340136054422;;;;246;155;0.630081300813008;10453;9490;0.9078733377977614;BTS MANAGEMENT COMMERC. OPERATIONNEL
2021;BTS;Santé, social, services à la personne et à la collectivité;BTS 33103 DIETETIQUE;DIETETIQUE;33103;702;594;0.846153846153846;3;3;1.0;3;3;1.0;;;;701;346;0.49358059914408;1409;946;0.6713981547196594;BTS DIETETIQUE
2021;BTS;Santé, social, services à la personne et à la collectivité;BTS 33104 PROTHESISTE ORTHESISTE;PROTHESISTE ORTHESISTE;33104;115;113;0.982608695652174;26;26;1.0;;;;;;;;;;141;139;0.9858156028368794;BTS PROTHESISTE ORTHESISTE
2021;BTS;Santé, social, services à la personne et à la collectivité;BTS 33107 OPTICIEN LUNETIER;OPTICIEN LUNETIER;33107;731;654;0.894664842681259;187;155;0.828877005347594;58;41;0.706896551724138;;;;21;10;0.476190476190476;997;860;0.8625877632898696;BTS OPTICIEN LUNETIER
2021;BTS;Santé, social, services à la personne et à la collectivité;BTS 33604 MET. ESTH.COSM.PARF. OPT.B MARQ.;MET. ESTH.COSM.PARF. OPT.B MARQ.;33604;321;314;0.978193146417445;19;18;0.947368421052632;;;;;;;2;2;1.0;342;334;0.9766081871345029;BTS MET. ESTH.COSM.PARF. OPT.B MARQ.
2021;BTS;Textile, habillement, cuir;BTS 24112 INNOV. TEXTILE OPT.B TRAITEMENTS;INNOV. TEXTILE OPT.B TRAITEMENTS;24112;12;12;1.0;;;;;;;;;;;;;12;12;1.0;BTS INNOV. TEXTILE OPT.B TRAITEMENTS
2021;BTS;Textile, habillement, cuir;BTS 24207 METIERS DE LA MODE-VETEMENTS;METIERS DE LA MODE-VETEMENTS;24207;537;518;0.964618249534451;35;35;1.0;;;;;;;;;;572;553;0.9667832167832168;BTS METIERS DE LA MODE-VETEMENTS
2021;CAP;Automobile, engins;CAP 25434 REPARATION DES CARROSSERIES;REPARATION DES CARROSSERIES;25434;825;626;0.758787878787879;347;308;0.887608069164265;84;80;0.952380952380952;11;7;0.636363636363636;;;;1267;1021;0.8058405682715075;CAP REPARATION DES CARROSSERIES
2021;CAP;Biochimie industrielle;CAP 22510 COMPOSIT.PLASTIQ.CHAUDRONNES;COMPOSIT.PLASTIQ.CHAUDRONNES;22510;80;71;0.8875;4;4;1.0;;;;;;;;;;84;75;0.8928571428571429;CAP COMPOSIT.PLASTIQ.CHAUDRONNES
2021;CAP;Construction, bâtiment, travaux publics;CAP 23115 CONSTRUCTEUR DE ROUTES;CONSTRUCTEUR DE ROUTES;23115;31;30;0.967741935483871;110;98;0.890909090909091;8;6;0.75;;;;;;;149;134;0.8993288590604027;CAP CONSTRUCTEUR DE ROUTES
2021;CAP;Construction, bâtiment, travaux publics;CAP 23441 MENUISIER FABRICT MEN MOB AGENCM;MENUISIER FABRICT MEN MOB AGENCM;23441;1282;973;0.758970358814353;75;71;0.946666666666667;214;207;0.967289719626168;83;77;0.927710843373494;;;;1654;1328;0.8029020556227328;CAP MENUISIER FABRICT MEN MOB AGENCM
2021;CAP;Electricité, électronique/numérique, environnement;CAP 25524 ELECTRICIEN;ELECTRICIEN;25524;3105;2395;0.77133655394525;200;182;0.91;406;384;0.945812807881773;68;56;0.823529411764706;;;;3779;3017;0.7983593543265414;CAP ELECTRICIEN
2021;CAP;Electricité, électronique/numérique, environnement;CAP 34301 AGENT DE LA QUALITE DE L'EAU;AGENT DE LA QUALITE DE L'EAU;34301;38;30;0.789473684210526;;;;;;;;;;;;;38;30;0.7894736842105263;CAP AGENT DE LA QUALITE DE L'EAU
2021;CAP;Electricité, électronique/numérique, environnement;CAP 34303 ASSAINISMT COLLECT.DECHETS LIQUID;ASSAINISMT COLLECT.DECHETS LIQUID;34303;;;;;;;11;8;0.727272727272727;;;;;;;11;8;0.7272727272727273;CAP ASSAINISMT COLLECT.DECHETS LIQUID
2021;CAP;Industries graphiques, communication, audiovisuel, spectacle;CAP 32222 METIERS DE LA GRAVURE : MODELE;METIERS DE LA GRAVURE : MODELE;32222;5;5;1.0;;;;;;;;;;;;;5;5;1.0;CAP METIERS DE LA GRAVURE : MODELE
2021;CAP;Industries graphiques, communication, audiovisuel, spectacle;CAP 32307 ACCESSOIRISTE REALISATEUR;ACCESSOIRISTE REALISATEUR;32307;25;22;0.88;;;;;;;;;;;;;25;22;0.88;CAP ACCESSOIRISTE REALISATEUR
2021;CAP;Industries graphiques, communication, audiovisuel, spectacle;CAP 32308 ACCORDEUR DE PIANOS;ACCORDEUR DE PIANOS;32308;3;3;1.0;;;;;;;;;;;;;3;3;1.0;CAP ACCORDEUR DE PIANOS
2021;CAP;Mer;CAP 23444 CHARPENTIER DE MARINE;CHARPENTIER DE MARINE;23444;18;16;0.888888888888889;;;;14;14;1.0;;;;;;;32;30;0.9375;CAP CHARPENTIER DE MARINE
2021;CAP;Métiers d'art;CAP 22422 DECORATION EN CERAMIQUE;DECORATION EN CERAMIQUE;22422;41;33;0.804878048780488;;;;;;;;;;;;;41;33;0.8048780487804879;CAP DECORATION EN CERAMIQUE
2021;CAP;Métiers d'art;CAP 22425 ARTS & TECH.VERRE: VITRAILLISTE;ARTS & TECH.VERRE: VITRAILLISTE;22425;5;2;0.4;;;;20;20;1.0;;;;;;;25;22;0.88;CAP ARTS & TECH.VERRE: VITRAILLISTE
2021;CAP;Métiers d'art;CAP 22427 ARTS & TECH.VERRE: DECORATEUR;ARTS & TECH.VERRE: DECORATEUR;22427;26;22;0.846153846153846;;;;;;;;;;;;;26;22;0.8461538461538461;CAP ARTS & TECH.VERRE: DECORATEUR
2021;CAP;Métiers d'art;CAP 23311 STAFFEUR ORNEMANISTE;STAFFEUR ORNEMANISTE;23311;27;22;0.814814814814815;2;2;1.0;2;2;1.0;;;;;;;31;26;0.8387096774193549;CAP STAFFEUR ORNEMANISTE
2021;CAP;Métiers d'art;CAP 23411 MENUISIER EN SIEGES;MENUISIER EN SIEGES;23411;20;18;0.9;;;;4;4;1.0;;;;;;;24;22;0.9166666666666666;CAP MENUISIER EN SIEGES
2021;CAP;Métiers d'art;CAP 23435 TONNELLERIE;TONNELLERIE;23435;;;;11;7;0.636363636363636;;;;;;;;;;11;7;0.6363636363636364;CAP TONNELLERIE
2021;CAP;Productique, mécanique, automatisation;CAP 25123 DECOLLETAGE : OPERATEUR REGLEUR;DECOLLETAGE : OPERATEUR REGLEUR;25123;18;17;0.944444444444444;;;;12;11;0.916666666666667;;;;;;;30;28;0.9333333333333333;CAP DECOLLETAGE : OPERATEUR REGLEUR
2021;CAP;Productique, mécanique, automatisation;CAP 25126 OUTILLAGES A DECOUPER ET EMBOUTIR;OUTILLAGES A DECOUPER ET EMBOUTIR;25126;10;9;0.9;;;;;;;;;;;;;10;9;0.9;CAP OUTILLAGES A DECOUPER ET EMBOUTIR
2021;CAP;Productique, mécanique, automatisation;CAP 25425 OUTILLAGE EN MOULES METALLIQUE;OUTILLAGE EN MOULES METALLIQUE;25425;9;8;0.888888888888889;;;;;;;;;;;;;9;8;0.8888888888888888;CAP OUTILLAGE EN MOULES METALLIQUE
2021;CAP;Productique, mécanique, automatisation;CAP 25437 REAL.IND.CHAUD.SOUD. OP.A CHAUD.;REAL.IND.CHAUD.SOUD. OP.A CHAUD.;25437;622;504;0.810289389067524;34;32;0.941176470588235;61;55;0.901639344262295;10;9;0.9;;;;727;600;0.8253094910591472;CAP REAL.IND.CHAUD.SOUD. OP.A CHAUD.
2021;CAP;Productique, mécanique, automatisation;CAP 25438 REAL.IND.CHAUD.SOUD. OP.B SOUDAGE;REAL.IND.CHAUD.SOUD. OP.B SOUDAGE;25438;57;44;0.771929824561404;25;21;0.84;10;10;1.0;;;;;;;92;75;0.8152173913043478;CAP REAL.IND.CHAUD.SOUD. OP.B SOUDAGE
2021;CAP;Relation client, commerce, vente;CAP 31215 EMPLOY.VENTE:PRODUITS ALIMENTAIRES;EMPLOY.VENTE:PRODUITS ALIMENTAIRES;31215;856;722;0.843457943925234;475;395;0.831578947368421;;;;;;;;;;1331;1117;0.8392186326070623;CAP EMPLOY.VENTE:PRODUITS ALIMENTAIRES
2021;CAP;Relation client, commerce, vente;CAP 31216 EMPL.VENTE:PRDTS EQUIPMTS COURANTS;EMPL.VENTE:PRDTS EQUIPMTS COURANTS;31216;2860;2487;0.86958041958042;272;246;0.904411764705882;65;51;0.784615384615385;92;78;0.847826086956522;;;;3289;2862;0.8701733049559136;CAP EMPL.VENTE:PRDTS EQUIPMTS COURANTS
2021;CAP;Relation client, commerce, vente;CAP 31223 FLEURISTE;FLEURISTE;31223;280;217;0.775;145;133;0.917241379310345;56;54;0.964285714285714;15;14;0.933333333333333;3;3;1.0;499;421;0.843687374749499;CAP FLEURISTE
2021;CAP;Santé, social, services à la personne et à la collectivité;CAP 33106 ORTHO-PROTHESISTE;ORTHO-PROTHESISTE;33106;37;32;0.864864864864865;1;1;1.0;;;;3;2;0.666666666666667;;;;41;35;0.8536585365853658;CAP ORTHO-PROTHESISTE
2021;CAP;Textile, habillement, cuir;CAP 24231 ARTS DU TAPIS ET TAPISS.DE LISSE;ARTS DU TAPIS ET TAPISS.DE LISSE;24231;;;;;;;;;;9;9;1.0;;;;9;9;1.0;CAP ARTS DU TAPIS ET TAPISS.DE LISSE
2021;CAP;Textile, habillement, cuir;CAP 24318 SELLERIE GENERALE;SELLERIE GENERALE;24318;47;41;0.872340425531915;7;7;1.0;18;18;1.0;;;;;;;72;66;0.9166666666666666;CAP SELLERIE GENERALE
2021;MC4;Electricité, électronique/numérique, environnement;MC4 22703 TECHN.DES SERVICES ENERGIE (MC4);TECHN.DES SERVICES ENERGIE (MC4);22703;;;;54;48;0.888888888888889;3;3;1.0;;;;;;;57;51;0.8947368421052632;MC4 TECHN.DES SERVICES ENERGIE (MC4)
2021;MC4;Relation client, commerce, vente;MC4 31201 ASSIST.CONSEIL VENT.DISTANC.;ASSIST.CONSEIL VENT.DISTANC.;31201;;;;;;;9;9;1.0;;;;;;;9;9;1.0;MC4 ASSIST.CONSEIL VENT.DISTANC.
2021;MC5;Alimentation, hôtellerie, restauration, tourisme;MC5 22105 CUISINIER DESSERTS RESTAU.;CUISINIER DESSERTS RESTAU.;22105;93;89;0.956989247311828;542;479;0.883763837638377;6;6;1.0;;;;;;;641;574;0.8954758190327613;MC5 CUISINIER DESSERTS RESTAU.
2021;MC5;Alimentation, hôtellerie, restauration, tourisme;MC5 22110 PATIS.GLACE.CHOC.CONFIS.SPECIAL.;PATIS.GLACE.CHOC.CONFIS.SPECIAL.;22110;11;11;1.0;1409;1230;0.872959545777147;27;23;0.851851851851852;;;;;;;1447;1264;0.8735314443676572;MC5 PATIS.GLACE.CHOC.CONFIS.SPECIAL.
2021;MC5;Construction, bâtiment, travaux publics;MC5 23202 ZINGUERIE;ZINGUERIE;23202;;;;515;353;0.685436893203883;86;65;0.755813953488372;;;;;;;601;418;0.6955074875207987;MC5 ZINGUERIE
2021;MC5;Electricité, électronique/numérique, environnement;MC5 22701 MAINTENAN.EQUIPEMT THERMIQ.INDIV.;MAINTENAN.EQUIPEMT THERMIQ.INDIV.;22701;10;7;0.7;187;183;0.978609625668449;14;14;1.0;;;;;;;211;204;0.966824644549763;MC5 MAINTENAN.EQUIPEMT THERMIQ.INDIV.
2018;BAC PRO;Alimentation, hôtellerie, restauration, tourisme;BAC PRO 33403 COMMERC. SERVICES EN RESTAURATION;COMMERC. SERVICES EN RESTAURATION;33403;3680;3106;0.844021739130435;168;139;0.827380952380952;6;6;1.0;;;;;;;3854;3251;0.8435391800726518;BAC PRO COMMERC. SERVICES EN RESTAURATION
2018;BAC PRO;Construction, bâtiment, travaux publics;BAC PRO 23004 TECHN. ETUDES BAT.A ETUDES & ECO.;TECHN. ETUDES BAT.A ETUDES & ECO.;23004;1263;910;0.720506730007918;3;3;1.0;44;40;0.909090909090909;;;;;;;1310;953;0.7274809160305343;BAC PRO TECHN. ETUDES BAT.A ETUDES & ECO.
2018;BAC PRO;Construction, bâtiment, travaux publics;BAC PRO 23207 INTERV. SUR PATRIMOINE BATI OPT.C;INTERV. SUR PATRIMOINE BATI OPT.C;23207;22;19;0.863636363636364;3;3;1.0;;;;;;;;;;25;22;0.88;BAC PRO INTERV. SUR PATRIMOINE BATI OPT.C
2018;BAC PRO;Construction, bâtiment, travaux publics;BAC PRO 23405 TECHNICIEN MENUISIER AGENCEUR;TECHNICIEN MENUISIER AGENCEUR;23405;2127;1570;0.73812881993418;83;65;0.783132530120482;9;9;1.0;1;1;1.0;;;;2220;1645;0.740990990990991;BAC PRO TECHNICIEN MENUISIER AGENCEUR
2018;BAC PRO;Construction, bâtiment, travaux publics;BAC PRO 23407 TECHNIC.FAB.BOIS ET MATERX ASSOC;TECHNIC.FAB.BOIS ET MATERX ASSOC;23407;347;287;0.827089337175793;8;8;1.0;1;1;1.0;;;;;;;356;296;0.8314606741573034;BAC PRO TECHNIC.FAB.BOIS ET MATERX ASSOC
2018;BAC PRO;Electricité, électronique/numérique, environnement;BAC PRO 25506 ELECTROTEC. ENERG. EQUIP.COMMUNI;ELECTROTEC. ENERG. EQUIP.COMMUNI;25506;13416;10376;0.77340488968396;262;217;0.82824427480916;286;261;0.912587412587413;21;18;0.857142857142857;;;;13985;10872;0.7774043618162316;BAC PRO ELECTROTEC. ENERG. EQUIP.COMMUNI
