session;type_du_diplome;filiere;diplome;intitule_du_diplome;code_du_diplome;scolaires_presents;scolaires_admis;taux_de_reussite_scolaire;apprentis_presents;apprentis_admis;taux_de_reussite_en_apprentissage;formation_continue_presents;formation_continue_admis;taux_de_reussite_en_formation_continue;individuels_presents;individuels_admis;taux_de_reussite_individuel;enseignement_a_distance_presents;enseignement_a_distance_admis;taux_de_reussite_enseignement_a_distance;total_presents;total_admis;taux_de_reussite_total;diplome_court
2019;BP;Construction, bâtiment, travaux publics;BP 23315 PEINTRE APPLICATEUR REVETEMENTS;PEINTRE APPLICATEUR REVETEMENTS;23315;;;;113;93;0.823008849557522;2;1;0.5;;;;;;;115;94;0.8173913043478261;BP PEINTRE APPLICATEUR REVETEMENTS
2019;BP;Gestion-administration, transport, logistique, sécurité;BP 34401   AGENT TECHNIQ PREVENTION SECURITE;AGENT TECHNIQ PREVENTION SECURITE;34401;;;;54;42;0.777777777777778;2;2;1.0;;;;;;;56;44;0.7857142857142857;BP AGENT TECHNIQ PREVENTION SECURITE
2019;BTS;Automobile, engins;BTS 25214 MOTEURS A COMBUSTION INTERNE;MOTEURS A COMBUSTION INTERNE;25214;169;139;0.822485207100592;19;18;0.947368421052632;;;;;;;;;;188;157;0.8351063829787234;BTS MOTEURS A COMBUSTION INTERNE
2019;BTS;Automobile, engins;BTS 25216 MAINT.VEHIC.OPT.B VEHIC.TR.ROUT.;MAINT.VEHIC.OPT.B VEHIC.TR.ROUT.;25216;80;48;0.6;42;22;0.523809523809524;23;16;0.695652173913043;;;;;;;145;86;0.593103448275862;BTS MAINT.VEHIC.OPT.B VEHIC.TR.ROUT.
2019;BTS;Automobile, engins;BTS 25217 MAINTEN.VEHIC. OPT.C MOTOCYCLES;MAINTEN.VEHIC. OPT.C MOTOCYCLES;25217;58;45;0.775862068965517;15;11;0.733333333333333;;;;;;;;;;73;56;0.7671232876712328;BTS MAINTEN.VEHIC. OPT.C MOTOCYCLES
2019;BTS;Biochimie industrielle;BTS 22003 PILOTAGE DE PROCEDES;PILOTAGE DE PROCEDES;22003;112;91;0.8125;18;18;1.0;8;8;1.0;;;;;;;138;117;0.8478260869565217;BTS PILOTAGE DE PROCEDES
2019;BTS;Electricité, électronique/numérique, environnement;BTS 25008 MAINTEN.SYST.OPT.B SYST.EN.FLUID.;MAINTEN.SYST.OPT.B SYST.EN.FLUID.;25008;130;83;0.638461538461538;113;92;0.814159292035398;35;21;0.6;;;;;;;278;196;0.7050359712230215;BTS MAINTEN.SYST.OPT.B SYST.EN.FLUID.
2019;BTS;Electricité, électronique/numérique, environnement;BTS 32611 SERV.INFORMATIQ.ORGAN.OPT.SLAM;SERV.INFORMATIQ.ORGAN.OPT.SLAM;32611;2226;1897;0.852201257861635;63;49;0.777777777777778;113;80;0.707964601769912;;;;74;33;0.445945945945946;2476;2059;0.8315831987075929;BTS SERV.INFORMATIQ.ORGAN.OPT.SLAM
2019;BTS;Electricité, électronique/numérique, environnement;BTS 34301 METIERS DE L'EAU;METIERS DE L'EAU;34301;227;175;0.770925110132159;55;41;0.745454545454546;3;3;1.0;;;;;;;285;219;0.7684210526315789;BTS METIERS DE L'EAU
2019;BTS;Electricité, électronique/numérique, environnement;BTS 34303 ENVIRONNEMENT NUCLEAIRE;ENVIRONNEMENT NUCLEAIRE;34303;68;58;0.852941176470588;28;26;0.928571428571429;1;1;1.0;;;;;;;97;85;0.8762886597938144;BTS ENVIRONNEMENT NUCLEAIRE
2019;BTS;Electricité, électronique/numérique, environnement;BTS 34304 MET. DES SERV. A L'ENVIRONNEMENT;MET. DES SERV. A L'ENVIRONNEMENT;34304;200;142;0.71;6;6;1.0;1;1;1.0;;;;;;;207;149;0.7198067632850241;BTS MET. DES SERV. A L'ENVIRONNEMENT
2019;BTS;Gestion-administration, transport, logistique, sécurité;BTS 31408 COMPTABILITE ET GESTION;COMPTABILITE ET GESTION;31408;7541;5746;0.761967908765416;295;238;0.806779661016949;472;391;0.828389830508475;;;;173;59;0.341040462427746;8481;6434;0.7586369531894823;BTS COMPTABILITE ET GESTION
2019;BTS;Gestion-administration, transport, logistique, sécurité;BTS 34501 NOTARIAT;NOTARIAT;34501;506;414;0.818181818181818;23;20;0.869565217391304;1;1;1.0;;;;130;37;0.284615384615385;660;472;0.7151515151515152;BTS NOTARIAT
2019;BTS;Industries graphiques, communication, audiovisuel, spectacle;BTS 32325 PHOTOGRAPHIE;PHOTOGRAPHIE;32325;156;135;0.865384615384615;;;;;;;;;;;;;156;135;0.8653846153846154;BTS PHOTOGRAPHIE
2019;BTS;Industries graphiques, communication, audiovisuel, spectacle;BTS 32332 MET.AUDIOV.OPT.MET.MONT.POSTPROD.;MET.AUDIOV.OPT.MET.MONT.POSTPROD.;32332;159;155;0.974842767295597;41;36;0.878048780487805;12;12;1.0;;;;;;;212;203;0.9575471698113207;BTS MET.AUDIOV.OPT.MET.MONT.POSTPROD.
2019;BTS;Mer;BTS 21304 PECHE ET GEST. ENVIRON. MARIN;PECHE ET GEST. ENVIRON. MARIN;21304;47;45;0.957446808510638;;;;;;;;;;;;;47;45;0.9574468085106383;BTS PECHE ET GEST. ENVIRON. MARIN
2019;BTS;Métiers d'art;BTS 23011 DESIGN D'ESPACE;DESIGN D'ESPACE;23011;511;477;0.933463796477495;11;10;0.909090909090909;12;11;0.916666666666667;;;;16;4;0.25;550;502;0.9127272727272727;BTS DESIGN D'ESPACE
2019;BTS;Métiers d'art;BTS 22404 INDUSTRIES CERAMIQUES;INDUSTRIES CERAMIQUES;22404;10;8;0.8;;;;;;;;;;;;;10;8;0.8;BTS INDUSTRIES CERAMIQUES
2019;BTS;Productique, mécanique, automatisation;BTS 20111 CONCEPT.ET REAL.SYST.AUTOMATIQUES;CONCEPT.ET REAL.SYST.AUTOMATIQUES;20111;1768;1416;0.800904977375566;73;59;0.808219178082192;19;18;0.947368421052632;;;;2;2;1.0;1862;1495;0.8029001074113856;BTS CONCEPT.ET REAL.SYST.AUTOMATIQUES
2019;BTS;Productique, mécanique, automatisation;BTS 25410 CONCEPT.& REAL.CHAUDRONNERIE IND.;CONCEPT.& REAL.CHAUDRONNERIE IND.;25410;427;330;0.772833723653396;125;95;0.76;25;17;0.68;;;;;;;577;442;0.7660311958405546;BTS CONCEPT.& REAL.CHAUDRONNERIE IND.
2019;BTS;Santé, social, services à la personne et à la collectivité;BTS 33104 PROTHESISTE ORTHESISTE;PROTHESISTE ORTHESISTE;33104;84;77;0.916666666666667;20;17;0.85;3;3;1.0;;;;;;;107;97;0.9065420560747663;BTS PROTHESISTE ORTHESISTE
2019;BTS;Santé, social, services à la personne et à la collectivité;BTS 33107 OPTICIEN LUNETIER;OPTICIEN LUNETIER;33107;780;569;0.72948717948718;77;39;0.506493506493506;107;53;0.495327102803738;;;;9;0;0.0;973;661;0.6793422404933196;BTS OPTICIEN LUNETIER
2019;BTS;Santé, social, services à la personne et à la collectivité;BTS 33109 ANALYSES DE BIOLOGIE MEDICALE;ANALYSES DE BIOLOGIE MEDICALE;33109;931;798;0.857142857142857;;;;10;9;0.9;;;;12;3;0.25;953;810;0.8499475341028332;BTS ANALYSES DE BIOLOGIE MEDICALE
2019;BTS;Santé, social, services à la personne et à la collectivité;BTS 33604 MET. ESTH.COSM.PARF. OPT.B MARQ.;MET. ESTH.COSM.PARF. OPT.B MARQ.;33604;340;311;0.914705882352941;10;9;0.9;;;;;;;4;3;0.75;354;323;0.9124293785310734;BTS MET. ESTH.COSM.PARF. OPT.B MARQ.
2019;BTS;Santé, social, services à la personne et à la collectivité;BTS 33605 MET. ESTH.COSM.PARF. OPT.C COSM.;MET. ESTH.COSM.PARF. OPT.C COSM.;33605;154;144;0.935064935064935;;;;;;;;;;1;0;0.0;155;144;0.9290322580645162;BTS MET. ESTH.COSM.PARF. OPT.C COSM.
2019;BTS;Santé, social, services à la personne et à la collectivité;BTS 33607 METIERS DE LA COIFFURE;METIERS DE LA COIFFURE;33607;32;25;0.78125;3;2;0.666666666666667;9;7;0.777777777777778;;;;3;1;0.333333333333333;47;35;0.7446808510638298;BTS METIERS DE LA COIFFURE
2019;BTS;Textile, habillement, cuir;BTS 24110 DES.MOD.TEXT.ENV. OP.B TEXT.M.SU;DES.MOD.TEXT.ENV. OP.B TEXT.M.SU;24110;118;115;0.974576271186441;;;;;;;;;;;;;118;115;0.9745762711864406;BTS DES.MOD.TEXT.ENV. OP.B TEXT.M.SU
2019;BTS;Textile, habillement, cuir;BTS 24112 INNOV. TEXTILE OPT.B TRAITEMENTS;INNOV. TEXTILE OPT.B TRAITEMENTS;24112;13;13;1.0;1;1;1.0;;;;;;;;;;14;14;1.0;BTS INNOV. TEXTILE OPT.B TRAITEMENTS
2019;CAP;Alimentation, hôtellerie, restauration, tourisme;CAP 31221 POISSONNIER;POISSONNIER;31221;12;11;0.916666666666667;35;30;0.857142857142857;27;25;0.925925925925926;1;1;1.0;;;;75;67;0.8933333333333333;CAP POISSONNIER
2019;CAP;Automobile, engins;CAP 25218 MAINT.VEHIC.OPTA VOIT.PARTICUL.;MAINT.VEHIC.OPTA VOIT.PARTICUL.;25218;6250;5479;0.87664;541;491;0.907578558225508;252;240;0.952380952380952;112;79;0.705357142857143;;;;7155;6289;0.8789657582110413;CAP MAINT.VEHIC.OPTA VOIT.PARTICUL.
2019;CAP;Automobile, engins;CAP 25432 CONSTRUCTION DES CARROSSERIES;CONSTRUCTION DES CARROSSERIES;25432;95;78;0.821052631578947;;;;;;;2;2;1.0;;;;97;80;0.8247422680412371;CAP CONSTRUCTION DES CARROSSERIES
2019;CAP;Automobile, engins;CAP 25434 REPARATION DES CARROSSERIES;REPARATION DES CARROSSERIES;25434;1975;1593;0.806582278481013;295;256;0.867796610169492;60;57;0.95;35;23;0.657142857142857;;;;2365;1929;0.8156448202959831;CAP REPARATION DES CARROSSERIES
2019;CAP;Biochimie industrielle;CAP 22510 COMPOSIT.PLASTIQ.CHAUDRONNES;COMPOSIT.PLASTIQ.CHAUDRONNES;22510;94;85;0.904255319148936;2;2;1.0;3;2;0.666666666666667;;;;;;;99;89;0.898989898989899;CAP COMPOSIT.PLASTIQ.CHAUDRONNES
2019;CAP;Construction, bâtiment, travaux publics;CAP 23115 CONSTRUCTEUR DE ROUTES;CONSTRUCTEUR DE ROUTES;23115;30;25;0.833333333333333;61;58;0.950819672131148;6;6;1.0;;;;;;;97;89;0.9175257731958762;CAP CONSTRUCTEUR DE ROUTES
2019;CAP;Electricité, électronique/numérique, environnement;CAP 22714 INSTALL. FROID CONDITIONN. D'AIR;INSTALL. FROID CONDITIONN. D'AIR;22714;211;157;0.744075829383886;7;5;0.714285714285714;59;51;0.864406779661017;;;;;;;277;213;0.7689530685920578;CAP INSTALL. FROID CONDITIONN. D'AIR
2019;CAP;Electricité, électronique/numérique, environnement;CAP 25523 PREP.& REAL. OUVRAGES ELECTRIQUE;PREP.& REAL. OUVRAGES ELECTRIQUE;25523;2927;2258;0.771438332763922;118;103;0.872881355932203;476;435;0.913865546218487;55;48;0.872727272727273;;;;3576;2844;0.7953020134228188;CAP PREP.& REAL. OUVRAGES ELECTRIQUE
2019;CAP;Industries graphiques, communication, audiovisuel, spectacle;CAP 32222 METIERS DE LA GRAVURE : MODELE;METIERS DE LA GRAVURE : MODELE;32222;5;5;1.0;;;;;;;;;;;;;5;5;1.0;CAP METIERS DE LA GRAVURE : MODELE
2019;CAP;Industries graphiques, communication, audiovisuel, spectacle;CAP 32227 SIGNALETIQUE ET DECORS GRAPHIQUES;SIGNALETIQUE ET DECORS GRAPHIQUES;32227;413;363;0.878934624697337;21;19;0.904761904761905;;;;;;;;;;434;382;0.880184331797235;CAP SIGNALETIQUE ET DECORS GRAPHIQUES
2019;CAP;Métiers d'art;CAP 22361 ART TEC. BIJ. JOAILL.OP.BIJ.JOAIL;ART TEC. BIJ. JOAILL.OP.BIJ.JOAIL;22361;281;238;0.846975088967972;6;2;0.333333333333333;56;52;0.928571428571429;;;;;;;343;292;0.8513119533527697;CAP ART TEC. BIJ. JOAILL.OP.BIJ.JOAIL
2019;CAP;Métiers d'art;CAP 22362 ART TEC BIJ.JOAILL.OP.BIJ.SERTIS.;ART TEC BIJ.JOAILL.OP.BIJ.SERTIS.;22362;43;42;0.976744186046512;;;;9;9;1.0;;;;;;;52;51;0.9807692307692307;CAP ART TEC BIJ.JOAILL.OP.BIJ.SERTIS.
2019;CAP;Métiers d'art;CAP 22363 ART TEC BIJ.JOAILL.OP.POLIS.FINI.;ART TEC BIJ.JOAILL.OP.POLIS.FINI.;22363;18;17;0.944444444444444;;;;1;1;1.0;;;;;;;19;18;0.9473684210526315;CAP ART TEC BIJ.JOAILL.OP.POLIS.FINI.
2019;CAP;Métiers d'art;CAP 23430 ARTS BOIS OP_A: SCULPTEUR ORNEMA.;ARTS BOIS OP_A: SCULPTEUR ORNEMA.;23430;105;81;0.771428571428572;;;;6;6;1.0;;;;;;;111;87;0.7837837837837838;CAP ARTS BOIS OP_A: SCULPTEUR ORNEMA.
2019;CAP;Métiers d'art;CAP 25137 HORLOGERIE;HORLOGERIE;25137;156;136;0.871794871794872;8;6;0.75;40;37;0.925;;;;;;;204;179;0.8774509803921569;CAP HORLOGERIE
2019;CAP;Productique, mécanique, automatisation;CAP 25123 DECOLLETAGE : OPERATEUR REGLEUR;DECOLLETAGE : OPERATEUR REGLEUR;25123;20;17;0.85;2;2;1.0;12;12;1.0;;;;;;;34;31;0.9117647058823529;CAP DECOLLETAGE : OPERATEUR REGLEUR
2019;CAP;Productique, mécanique, automatisation;CAP 25126 OUTILLAGES A DECOUPER ET EMBOUTIR;OUTILLAGES A DECOUPER ET EMBOUTIR;25126;15;11;0.733333333333333;;;;;;;;;;;;;15;11;0.7333333333333333;CAP OUTILLAGES A DECOUPER ET EMBOUTIR
2019;CAP;Productique, mécanique, automatisation;CAP 25134 TRANSPORT CABLES-REMONTEES MECA.;TRANSPORT CABLES-REMONTEES MECA.;25134;22;22;1.0;1;1;1.0;;;;;;;;;;23;23;1.0;CAP TRANSPORT CABLES-REMONTEES MECA.
2019;CAP;Santé, social, services à la personne et à la collectivité;CAP 33107 PODO-ORTHESISTE;PODO-ORTHESISTE;33107;7;5;0.714285714285714;;;;4;3;0.75;;;;;;;11;8;0.7272727272727273;CAP PODO-ORTHESISTE
2019;CAP;Santé, social, services à la personne et à la collectivité;CAP 33204 ACCOMPAG. EDUCATIF PETITE ENFANCE;ACCOMPAG. EDUCATIF PETITE ENFANCE;33204;2456;2177;0.886400651465798;482;449;0.931535269709544;1693;1622;0.958062610750148;474;285;0.60126582278481;9;6;0.666666666666667;5114;4539;0.8875635510363707;CAP ACCOMPAG. EDUCATIF PETITE ENFANCE
2019;CAP;Textile, habillement, cuir;CAP 24006 METIERS DE LA BLANCHISSERIE;METIERS DE LA BLANCHISSERIE;24006;41;34;0.829268292682927;10;10;1.0;11;10;0.909090909090909;9;9;1.0;;;;71;63;0.8873239436619719;CAP METIERS DE LA BLANCHISSERIE
2019;CAP;Textile, habillement, cuir;CAP 24127 ARTS DE LA BRODERIE;ARTS DE LA BRODERIE;24127;42;33;0.785714285714286;;;;6;6;1.0;39;37;0.948717948717949;;;;87;76;0.8735632183908046;CAP ARTS DE LA BRODERIE
2019;MC4;Aéronautique;MC4 25310 AERON.OPT.HELIC.MOT.TURB. (MC4);AERON.OPT.HELIC.MOT.TURB. (MC4);25310;;;;5;5;1.0;;;;;;;;;;5;5;1.0;MC4 AERON.OPT.HELIC.MOT.TURB. (MC4)
2019;MC4;Electricité, électronique/numérique, environnement;MC4 22704 TECH.ENERG.RENOUV.A EN.ELECTRIQUE;TECH.ENERG.RENOUV.A EN.ELECTRIQUE;22704;26;22;0.846153846153846;10;6;0.6;;;;;;;;;;36;28;0.7777777777777778;MC4 TECH.ENERG.RENOUV.A EN.ELECTRIQUE
2019;MC5;Alimentation, hôtellerie, restauration, tourisme;MC5 33410 SOMMELLERIE;SOMMELLERIE;33410;30;28;0.933333333333333;69;61;0.884057971014493;11;10;0.909090909090909;;;;;;;110;99;0.9;MC5 SOMMELLERIE
2019;MC5;Alimentation, hôtellerie, restauration, tourisme;MC5 33411 EMPLOYE BARMAN;EMPLOYE BARMAN;33411;27;22;0.814814814814815;83;78;0.939759036144578;3;3;1.0;;;;;;;113;103;0.911504424778761;MC5 EMPLOYE BARMAN
2019;MC5;Construction, bâtiment, travaux publics;MC5 23202 ZINGUERIE;ZINGUERIE;23202;;;;80;65;0.8125;40;38;0.95;;;;;;;120;103;0.8583333333333333;MC5 ZINGUERIE
2020;BAC PRO;Alimentation, hôtellerie, restauration, tourisme;BAC PRO 22104 BOUCHER CHARCUTIER TRAITEUR;BOUCHER CHARCUTIER TRAITEUR;22104;104;95;0.913461538461538;1;1;1.0;;;;;;;;;;105;96;0.9142857142857143;BAC PRO BOUCHER CHARCUTIER TRAITEUR
2020;BAC PRO;Automobile, engins;BAC PRO 25215 MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT;MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT;25215;606;540;0.891089108910891;163;141;0.865030674846626;7;6;0.857142857142857;;;;;;;776;687;0.8853092783505154;BAC PRO MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT
2020;BAC PRO;Automobile, engins;BAC PRO 25219 MAINT.MATERIELS OPT.A AGRICOLES;MAINT.MATERIELS OPT.A AGRICOLES;25219;441;418;0.947845804988662;91;86;0.945054945054945;8;7;0.875;;;;;;;540;511;0.9462962962962963;BAC PRO MAINT.MATERIELS OPT.A AGRICOLES
2020;BAC PRO;Automobile, engins;BAC PRO 25408 REPARATION DES CARROSSERIES;REPARATION DES CARROSSERIES;25408;1140;980;0.859649122807018;117;105;0.897435897435898;6;6;1.0;;;;;;;1263;1091;0.8638163103721298;BAC PRO REPARATION DES CARROSSERIES
2020;BAC PRO;Biochimie industrielle;BAC PRO 22003 BIO-INDUSTRIES DE TRANSFORMATION;BIO-INDUSTRIES DE TRANSFORMATION;22003;282;251;0.890070921985816;3;3;1.0;;;;;;;;;;285;254;0.8912280701754386;BAC PRO BIO-INDUSTRIES DE TRANSFORMATION
2020;BAC PRO;Construction, bâtiment, travaux publics;BAC PRO 22302 TRAITEMENTS DE SURFACE;TRAITEMENTS DE SURFACE;22302;9;7;0.777777777777778;;;;;;;;;;;;;9;7;0.7777777777777778;BAC PRO TRAITEMENTS DE SURFACE
2020;BAC PRO;Construction, bâtiment, travaux publics;BAC PRO 23103 TECHNICIEN GEOMETRE-TOPOGRAPHE;TECHNICIEN GEOMETRE-TOPOGRAPHE;23103;451;410;0.909090909090909;;;;3;2;0.666666666666667;;;;;;;454;412;0.9074889867841409;BAC PRO TECHNICIEN GEOMETRE-TOPOGRAPHE
2020;BAC PRO;Construction, bâtiment, travaux publics;BAC PRO 23203 TECHNICIEN BAT. : ORG.REAL.GROS O;TECHNICIEN BAT. : ORG.REAL.GROS O;23203;778;689;0.88560411311054;77;73;0.948051948051948;3;2;0.666666666666667;;;;;;;858;764;0.8904428904428905;BAC PRO TECHNICIEN BAT. : ORG.REAL.GROS O
2020;BAC PRO;Construction, bâtiment, travaux publics;BAC PRO 23205 INTERV. SUR PATRIMOINE BATI OPT.A;INTERV. SUR PATRIMOINE BATI OPT.A;23205;69;65;0.942028985507246;4;4;1.0;5;5;1.0;;;;;;;78;74;0.9487179487179487;BAC PRO INTERV. SUR PATRIMOINE BATI OPT.A
2020;BAC PRO;Gestion-administration, transport, logistique, sécurité;BAC PRO 30001 GESTION-ADMINISTRATION;GESTION-ADMINISTRATION;30001;22865;19522;0.853794008309644;317;296;0.933753943217666;179;170;0.949720670391061;1;1;1.0;73;38;0.520547945205479;23435;20027;0.8545764881587369;BAC PRO GESTION-ADMINISTRATION
2020;BAC PRO;Gestion-administration, transport, logistique, sécurité;BAC PRO 31108 TRANSPORT;TRANSPORT;31108;902;784;0.869179600886918;;;;;;;;;;;;;902;784;0.8691796008869179;BAC PRO TRANSPORT
2020;BAC PRO;Industries graphiques, communication, audiovisuel, spectacle;BAC PRO 32207 REAL.PR.IMPR.PLURI.OPTA.PR.GRAPH.;REAL.PR.IMPR.PLURI.OPTA.PR.GRAPH.;32207;604;567;0.938741721854305;23;22;0.956521739130435;;;;;;;;;;627;589;0.9393939393939394;BAC PRO REAL.PR.IMPR.PLURI.OPTA.PR.GRAPH.
2020;BAC PRO;Métiers d'art;BAC PRO 23208 METIERS ET ARTS DE LA PIERRE;METIERS ET ARTS DE LA PIERRE;23208;51;46;0.901960784313726;;;;;;;;;;;;;51;46;0.9019607843137255;BAC PRO METIERS ET ARTS DE LA PIERRE
2020;BAC PRO;Productique, mécanique, automatisation;BAC PRO 25005 PRODUCTIQ.MECA. OPT.DECOLLETAGE;PRODUCTIQ.MECA. OPT.DECOLLETAGE;25005;32;29;0.90625;3;2;0.666666666666667;;;;;;;;;;35;31;0.8857142857142857;BAC PRO PRODUCTIQ.MECA. OPT.DECOLLETAGE
2020;BAC PRO;Productique, mécanique, automatisation;BAC PRO 25107 TECHNICIEN OUTILLEUR;TECHNICIEN OUTILLEUR;25107;190;161;0.847368421052632;5;5;1.0;8;6;0.75;;;;;;;203;172;0.8472906403940886;BAC PRO TECHNICIEN OUTILLEUR
2020;BAC PRO;Productique, mécanique, automatisation;BAC PRO 25108 TECHNICIEN MODELEUR;TECHNICIEN MODELEUR;25108;105;94;0.895238095238095;;;;;;;;;;;;;105;94;0.8952380952380953;BAC PRO TECHNICIEN MODELEUR
2020;BAC PRO;Productique, mécanique, automatisation;BAC PRO 25409 TECH.CHAUDRONNERIE INDUSTRIELLE;TECH.CHAUDRONNERIE INDUSTRIELLE;25409;1900;1680;0.884210526315789;155;144;0.929032258064516;34;31;0.911764705882353;;;;;;;2089;1855;0.8879846816658689;BAC PRO TECH.CHAUDRONNERIE INDUSTRIELLE
2020;BAC PRO;Santé, social, services à la personne et à la collectivité;BAC PRO 33103 TECHNICIEN APPAREIL. ORTHOPEDIQUE;TECHNICIEN APPAREIL. ORTHOPEDIQUE;33103;76;73;0.960526315789474;;;;;;;;;;;;;76;73;0.9605263157894737;BAC PRO TECHNICIEN APPAREIL. ORTHOPEDIQUE
2020;BAC PRO;Textile, habillement, cuir;BAC PRO 24202 ARTIS.& MET.ART : TAPIS.D'AMEUBL;ARTIS.& MET.ART : TAPIS.D'AMEUBL;24202;205;193;0.941463414634146;;;;1;1;1.0;;;;;;;206;194;0.941747572815534;BAC PRO ARTIS.& MET.ART : TAPIS.D'AMEUBL
2020;BAC PRO;Textile, habillement, cuir;BAC PRO 24203 METIERS DE LA MODE - VÊTEMENT;METIERS DE LA MODE - VÊTEMENT;24203;2757;2506;0.908959013420385;4;3;0.75;17;17;1.0;;;;;;;2778;2526;0.9092872570194385;BAC PRO METIERS DE LA MODE - VÊTEMENT
2020;BAC PRO;Textile, habillement, cuir;BAC PRO 24301 METIERS DU CUIR : CHAUSSURES;METIERS DU CUIR : CHAUSSURES;24301;20;16;0.8;;;;;;;;;;;;;20;16;0.8;BAC PRO METIERS DU CUIR : CHAUSSURES
2020;BP;Construction, bâtiment, travaux publics;BP 23213 COUVREUR;COUVREUR;23213;;;;93;81;0.870967741935484;22;17;0.772727272727273;;;;;;;115;98;0.8521739130434782;BP COUVREUR
2020;BP;Construction, bâtiment, travaux publics;BP 23313 MENUISIER ALUMINIUM-VERRE;MENUISIER ALUMINIUM-VERRE;23313;;;;19;18;0.947368421052632;;;;;;;;;;19;18;0.9473684210526315;BP MENUISIER ALUMINIUM-VERRE
2020;BP;Construction, bâtiment, travaux publics;BP 23314 METIERS PLATRE ET ISOLATION;METIERS PLATRE ET ISOLATION;23314;;;;12;11;0.916666666666667;;;;;;;;;;12;11;0.9166666666666666;BP METIERS PLATRE ET ISOLATION
2020;BP;Construction, bâtiment, travaux publics;BP 23408 MENUISIER;MENUISIER;23408;;;;223;207;0.928251121076233;24;24;1.0;;;;;;;247;231;0.9352226720647774;BP MENUISIER
2020;BP;Construction, bâtiment, travaux publics;BP 23409 CHARPENTIER BOIS;CHARPENTIER BOIS;23409;;;;39;38;0.974358974358974;21;17;0.80952380952381;;;;;;;60;55;0.9166666666666666;BP CHARPENTIER BOIS
2020;BP;Gestion-administration, transport, logistique, sécurité;BP 34401   AGENT TECHNIQ PREVENTION SECURITE;AGENT TECHNIQ PREVENTION SECURITE;34401;;;;59;55;0.932203389830508;10;10;1.0;;;;;;;69;65;0.9420289855072463;BP AGENT TECHNIQ PREVENTION SECURITE
2020;BTS;Automobile, engins;BTS 25217 MAINTEN.VEHIC. OPT.C MOTOCYCLES;MAINTEN.VEHIC. OPT.C MOTOCYCLES;25217;44;42;0.954545454545455;6;4;0.666666666666667;;;;;;;;;;50;46;0.92;BTS MAINTEN.VEHIC. OPT.C MOTOCYCLES
2020;BTS;Biochimie industrielle;BTS 22505 EUROPL.COMPOS.OPT.CONCEPT.OUTILL.;EUROPL.COMPOS.OPT.CONCEPT.OUTILL.;22505;65;57;0.876923076923077;7;6;0.857142857142857;;;;;;;;;;72;63;0.875;BTS EUROPL.COMPOS.OPT.CONCEPT.OUTILL.
2020;BTS;Construction, bâtiment, travaux publics;BTS 23012 BATIMENT;BATIMENT;23012;948;810;0.854430379746836;328;298;0.908536585365854;34;33;0.970588235294118;;;;1;0;0.0;1311;1141;0.8703279938977879;BTS BATIMENT
2020;BTS;Construction, bâtiment, travaux publics;BTS 23305 ETUDE ET REALISATION D'AGENCEMENT;ETUDE ET REALISATION D'AGENCEMENT;23305;329;311;0.945288753799392;11;11;1.0;;;;;;;;;;340;322;0.9470588235294117;BTS ETUDE ET REALISATION D'AGENCEMENT
2020;BTS;Electricité, électronique/numérique, environnement;BTS 20114 METIERS DE L'EAU;METIERS DE L'EAU;20114;221;194;0.877828054298643;46;45;0.978260869565217;3;3;1.0;;;;;;;270;242;0.8962962962962963;BTS METIERS DE L'EAU
2020;BTS;Electricité, électronique/numérique, environnement;BTS 22710 FLUID.EN.DOM.OP.B FROID&COND.AIR;FLUID.EN.DOM.OP.B FROID&COND.AIR;22710;297;239;0.804713804713805;116;90;0.775862068965517;31;24;0.774193548387097;;;;;;;444;353;0.795045045045045;BTS FLUID.EN.DOM.OP.B FROID&COND.AIR
2020;BTS;Electricité, électronique/numérique, environnement;BTS 25516 SYST.NUMER. OPT.B ELECTRON.&COM.;SYST.NUMER. OPT.B ELECTRON.&COM.;25516;1379;1241;0.899927483683829;50;45;0.9;17;17;1.0;;;;12;10;0.833333333333333;1458;1313;0.9005486968449932;BTS SYST.NUMER. OPT.B ELECTRON.&COM.
2020;BTS;Electricité, électronique/numérique, environnement;BTS 34303 ENVIRONNEMENT NUCLEAIRE;ENVIRONNEMENT NUCLEAIRE;34303;61;57;0.934426229508197;26;25;0.961538461538462;;;;;;;;;;87;82;0.9425287356321839;BTS ENVIRONNEMENT NUCLEAIRE
2020;BTS;Gestion-administration, transport, logistique, sécurité;BTS 34501 NOTARIAT;NOTARIAT;34501;610;569;0.932786885245902;53;52;0.981132075471698;1;1;1.0;;;;164;102;0.621951219512195;828;724;0.8743961352657005;BTS NOTARIAT
2020;BTS;Industries graphiques, communication, audiovisuel, spectacle;BTS 32002 COMMUNICATION;COMMUNICATION;32002;2120;1997;0.941981132075472;65;64;0.984615384615385;12;12;1.0;;;;189;134;0.708994708994709;2386;2207;0.9249790444258172;BTS COMMUNICATION
2020;BTS;Industries graphiques, communication, audiovisuel, spectacle;BTS 32211 ET.REAL.PR.COM. OPT.B PR.IMPRIMES;ET.REAL.PR.COM. OPT.B PR.IMPRIMES;32211;144;126;0.875;30;29;0.966666666666667;1;1;1.0;;;;;;;175;156;0.8914285714285715;BTS ET.REAL.PR.COM. OPT.B PR.IMPRIMES
